TransactionID,TransactionAmount,TransactionDate,TransactionType,Location,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,Target
TX000671,0.42728196576074207,2023-12-18 16:33:01,Debit,Kansas City,M093,Branch,0.467741935483871,Doctor,0.5896551724137932,0.0,2031,2024-11-04 08:10:34,0,4
TX000673,0.004226489824634546,2023-01-12 16:21:27,Debit,Colorado Springs,M011,ATM,0.7258064516129032,Retired,0.43103448275862066,0.0,439,2024-11-04 08:11:23,1,4
TX000674,0.10278552257862782,2023-07-03 16:36:45,Credit,Fresno,M007,Online,0.5645161290322581,Retired,0.06896551724137931,0.0,1276,2024-11-04 08:06:40,2,0
TX000675,0.33233968262240404,2023-10-23 17:17:18,Debit,New York,M066,Branch,0.6451612903225806,Retired,0.27586206896551724,0.0,1918,2024-11-04 08:07:56,0,0
TX000676,0.006910389035099148,2023-05-15 16:51:28,Debit,Seattle,M001,ATM,0.12903225806451613,Student,0.1896551724137931,0.0,65,2024-11-04 08:06:30,1,5
TX000677,0.22505146311592883,2023-03-20 16:28:17,Debit,San Francisco,M048,ATM,0.5,Engineer,0.7931034482758621,0.0,841,2024-11-04 08:10:16,0,3
TX000678,0.1953826510670454,2023-06-08 17:20:53,Debit,Fort Worth,M053,ATM,0.532258064516129,Engineer,0.19310344827586207,0.25,1373,2024-11-04 08:11:26,0,0
TX000679,0.33479427782265414,2023-02-17 16:57:11,Debit,Fresno,M034,Branch,0.5161290322580645,Doctor,0.28965517241379307,0.0,1984,2024-11-04 08:08:38,0,4
TX000680,0.04074315345128592,2023-11-21 17:25:30,Credit,San Jose,M033,Online,0.5483870967741935,Retired,0.9724137931034483,0.0,1677,2024-11-04 08:10:39,1,3
TX000681,0.07267894832842588,2023-01-16 17:53:00,Debit,Memphis,M033,Branch,0.5,Engineer,0.6586206896551724,0.0,1284,2024-11-04 08:08:24,2,3
TX000682,0.26043202960106315,2023-08-02 16:01:17,Debit,San Jose,M046,Branch,0.20967741935483875,Engineer,0.9862068965517242,0.0,2044,2024-11-04 08:09:05,0,2
TX000683,0.005112437136826745,2023-01-17 16:47:41,Debit,Albuquerque,M029,Online,0.09677419354838712,Student,0.13448275862068965,0.0,183,2024-11-04 08:08:57,1,5
TX000684,0.06272506970320764,2023-02-27 16:37:11,Debit,Raleigh,M087,ATM,0.08064516129032262,Student,0.2586206896551724,0.0,2100,2024-11-04 08:06:39,2,5
TX000685,0.3013419496052323,2023-10-16 17:46:51,Debit,Nashville,M032,Branch,0.6612903225806451,Retired,0.5862068965517242,0.0,1596,2024-11-04 08:06:50,0,4
TX000686,0.06203715767256429,2023-08-28 16:08:54,Debit,Mesa,M058,Branch,0.25806451612903225,Engineer,0.041379310344827586,1.0,89,2024-11-04 08:08:55,2,6
TX000687,0.14626468978815438,2024-01-01 18:21:50,Debit,Phoenix,M048,Online,0.3709677419354839,Doctor,0.5448275862068966,0.0,1330,2024-11-04 08:06:41,2,2
TX000688,0.021971493342366522,2023-06-01 17:19:57,Debit,Sacramento,M042,Online,0.04838709677419356,Student,0.3172413793103448,0.0,170,2024-11-04 08:09:11,1,5
TX000689,0.04000833832764416,2023-06-19 16:57:53,Debit,Fresno,M030,ATM,0.7903225806451613,Doctor,0.8586206896551725,0.0,2269,2024-11-04 08:08:06,1,3
TX000690,0.011637178518383407,2023-03-27 16:12:36,Debit,Seattle,M060,ATM,0.7096774193548387,Retired,0.1206896551724138,0.0,1124,2024-11-04 08:08:22,1,0
TX000691,0.29627120410662633,2023-10-09 16:48:50,Debit,Baltimore,M097,ATM,0.532258064516129,Retired,0.49999999999999994,0.0,1816,2024-11-04 08:12:09,0,4
TX000693,0.05507465408968913,2023-08-07 16:02:55,Debit,Oklahoma City,M074,Branch,0.532258064516129,Engineer,0.6793103448275862,0.0,1468,2024-11-04 08:09:59,1,3
TX000694,0.38201526956249837,2023-03-15 18:42:16,Debit,Virginia Beach,M032,ATM,0.5483870967741935,Doctor,0.28965517241379307,1.0,2217,2024-11-04 08:07:12,0,6
TX000695,0.18234359121348723,2023-11-27 16:18:25,Credit,Fresno,M052,ATM,0.04838709677419356,Student,0.6379310344827587,0.0,82,2024-11-04 08:08:37,0,2
TX000697,0.095583292075983,2023-06-26 16:11:29,Debit,San Diego,M085,Online,0.016129032258064557,Student,0.7862068965517242,0.0,343,2024-11-04 08:11:05,2,2
TX000698,0.14488365427209005,2023-04-10 16:47:55,Debit,Tucson,M027,Branch,0.1774193548387097,Doctor,0.3896551724137931,0.0,1636,2024-11-04 08:09:58,2,1
TX000699,0.24495922036636528,2023-09-12 18:46:45,Debit,Austin,M091,ATM,0.3548387096774194,Doctor,0.2689655172413793,0.0,1995,2024-11-04 08:08:00,0,1
TX000700,0.13624306225082733,2023-11-27 17:29:25,Debit,Philadelphia,M042,ATM,0.5645161290322581,Retired,0.25517241379310346,0.0,1297,2024-11-04 08:09:09,2,0
TX000701,0.1901034473773354,2023-03-06 16:29:57,Debit,Virginia Beach,M003,Branch,0.06451612903225812,Student,0.28965517241379307,0.0,328,2024-11-04 08:12:08,0,1
TX000702,0.109878312530943,2023-09-14 16:58:48,Debit,Miami,M070,Branch,0.6290322580645161,Retired,0.43448275862068964,0.0,1715,2024-11-04 08:07:01,2,4
TX000703,0.011063918492847278,2023-05-04 16:51:17,Debit,Denver,M050,ATM,0.6451612903225806,Doctor,0.7931034482758621,0.0,2308,2024-11-04 08:08:08,1,3
TX000704,0.03299893165177059,2023-09-11 17:43:14,Debit,Columbus,M093,ATM,0.0,Student,0.6517241379310346,0.0,1938,2024-11-04 08:11:56,1,2
TX000705,0.16760038564765356,2023-07-24 16:25:51,Debit,San Antonio,M005,ATM,0.7258064516129032,Doctor,0.5413793103448277,0.0,2341,2024-11-04 08:06:35,0,4
TX000707,0.3347213174557678,2023-05-10 18:49:20,Debit,Milwaukee,M025,Branch,0.4193548387096775,Engineer,0.06206896551724138,0.0,1014,2024-11-04 08:10:37,0,1
TX000709,0.16332178127524297,2023-01-30 16:08:07,Credit,Chicago,M017,Branch,0.5967741935483871,Retired,0.5620689655172414,0.0,776,2024-11-04 08:10:49,0,4
TX000710,0.051853975037131614,2023-08-07 16:21:37,Debit,Sacramento,M039,Branch,0.12903225806451613,Student,0.41724137931034483,0.0,132,2024-11-04 08:06:26,1,2
TX000711,0.05996299867107903,2023-07-25 17:24:07,Debit,Denver,M075,Branch,0.5645161290322581,Retired,0.35517241379310344,0.0,1457,2024-11-04 08:08:36,2,4
TX000712,0.017380201683299894,2023-08-21 17:25:00,Debit,Milwaukee,M014,Online,0.08064516129032262,Student,0.21379310344827585,0.0,165,2024-11-04 08:08:40,1,5
TX000713,0.25970242593219894,2023-01-30 16:20:26,Credit,Oklahoma City,M032,Online,0.24193548387096775,Doctor,0.07586206896551724,0.0,1441,2024-11-04 08:06:58,0,5
TX000714,0.0513588868332595,2023-09-04 16:48:13,Debit,San Francisco,M047,Branch,0.14516129032258068,Student,0.2793103448275862,0.0,291,2024-11-04 08:08:11,1,5
TX000715,0.0008390442191937881,2023-10-20 18:34:41,Debit,Washington,M014,ATM,0.7580645161290323,Retired,0.4724137931034483,0.0,1766,2024-11-04 08:09:48,1,4
TX000716,0.04099330328061078,2023-06-15 18:57:42,Credit,Jacksonville,M075,Online,0.6612903225806451,Engineer,0.29310344827586204,0.0,1402,2024-11-04 08:08:28,1,0
TX000717,0.10111785704979544,2023-01-23 16:05:42,Credit,Seattle,M059,Branch,0.33870967741935487,Engineer,0.0,0.0,981,2024-11-04 08:08:57,2,5
TX000719,0.054860984443807485,2023-06-16 16:36:20,Debit,Colorado Springs,M026,Online,0.09677419354838712,Student,0.2689655172413793,0.0,587,2024-11-04 08:10:14,1,5
TX000720,0.38412590874742686,2023-03-20 17:45:22,Debit,Miami,M006,Online,0.19354838709677424,Doctor,0.08275862068965517,0.0,1780,2024-11-04 08:08:06,0,1
TX000721,0.12382416551580373,2023-02-06 17:48:39,Debit,Philadelphia,M044,ATM,0.0,Student,0.6896551724137931,0.0,160,2024-11-04 08:10:20,2,2
TX000722,0.2133309013211038,2023-07-26 16:05:48,Debit,Kansas City,M024,Branch,0.7580645161290323,Doctor,0.27241379310344827,0.0,2288,2024-11-04 08:10:16,0,0
TX000723,0.03922662011100399,2023-08-21 17:36:05,Credit,Fresno,M009,Online,0.04838709677419356,Student,0.506896551724138,0.0,401,2024-11-04 08:07:11,1,2
TX000724,0.037777835682830864,2023-05-01 16:30:03,Debit,Phoenix,M067,ATM,0.7419354838709677,Doctor,0.017241379310344827,0.0,2313,2024-11-04 08:07:19,1,0
TX000725,0.020246501810980536,2023-09-01 18:05:37,Debit,Columbus,M052,Online,0.12903225806451613,Student,0.4586206896551724,0.0,176,2024-11-04 08:08:27,1,2
TX000727,0.3799775907444563,2023-11-14 17:23:43,Debit,Los Angeles,M093,ATM,0.8064516129032258,Doctor,0.27586206896551724,0.0,2072,2024-11-04 08:08:16,0,0
TX000728,0.07151679391302082,2023-07-26 16:54:08,Debit,Fort Worth,M040,ATM,0.25806451612903225,Engineer,0.13793103448275862,0.0,1197,2024-11-04 08:07:04,2,5
TX000729,0.26289183625609086,2023-04-10 18:27:51,Debit,Detroit,M060,Online,0.1774193548387097,Engineer,0.17586206896551726,0.0,1526,2024-11-04 08:08:37,0,1
TX000730,0.19345441279933295,2023-05-30 16:15:10,Credit,Milwaukee,M097,Branch,0.09677419354838712,Student,0.16551724137931034,0.0,478,2024-11-04 08:07:09,0,5
TX000731,0.22413945852984862,2023-02-20 17:23:03,Debit,Charlotte,M007,Online,0.29032258064516125,Doctor,0.6724137931034483,0.0,109,2024-11-04 08:10:51,0,2
TX000732,0.11989472861349244,2023-05-15 18:15:33,Debit,Las Vegas,M015,Branch,0.27419354838709675,Engineer,0.1586206896551724,0.0,284,2024-11-04 08:08:34,2,5
TX000733,0.06329311827396616,2023-09-05 17:02:23,Debit,Chicago,M015,ATM,0.5483870967741935,Retired,0.44827586206896547,0.0,1445,2024-11-04 08:11:23,2,4
TX000734,0.05139015556192511,2023-01-03 17:51:07,Debit,Detroit,M060,Online,0.03225806451612906,Student,0.5827586206896552,0.0,185,2024-11-04 08:06:58,1,2
TX000735,0.061125153086484085,2023-05-19 16:35:07,Debit,Fresno,M046,ATM,0.09677419354838712,Student,0.08620689655172413,0.0,336,2024-11-04 08:11:13,2,5
TX000736,0.12735753185501733,2023-02-21 18:41:39,Debit,Tucson,M072,Branch,0.19354838709677424,Doctor,0.32068965517241377,0.0,2079,2024-11-04 08:06:53,2,1
TX000737,0.16763686583109674,2023-12-04 18:27:11,Debit,Nashville,M092,ATM,0.435483870967742,Engineer,0.006896551724137931,0.0,1188,2024-11-04 08:07:51,0,5
TX000740,0.18051958204132681,2024-01-01 16:17:13,Debit,Washington,M062,Online,0.19354838709677424,Engineer,0.1724137931034483,0.0,1561,2024-11-04 08:06:58,0,5
TX000742,0.20240769210725174,2023-02-21 16:02:33,Debit,Oklahoma City,M065,ATM,0.935483870967742,Retired,0.11379310344827585,0.0,1903,2024-11-04 08:08:15,0,0
TX000743,0.01509237303593298,2023-07-06 18:16:05,Debit,San Antonio,M068,ATM,0.09677419354838712,Student,0.48620689655172417,0.0,680,2024-11-04 08:09:03,1,2
TX000744,0.024228053261067826,2023-07-31 17:37:31,Debit,Colorado Springs,M078,Branch,0.7903225806451613,Retired,0.4827586206896552,0.0,965,2024-11-04 08:09:20,1,4
TX000745,0.18155666154206945,2023-06-09 17:12:09,Debit,San Jose,M098,Online,0.6290322580645161,Retired,0.4068965517241379,0.0,1027,2024-11-04 08:11:22,0,4
TX000746,0.16619850431247885,2023-01-11 16:58:02,Debit,Tucson,M088,Online,0.8870967741935485,Retired,0.24482758620689654,0.0,1604,2024-11-04 08:08:49,0,0
TX000747,0.038403210256143,2023-11-03 16:39:45,Debit,Kansas City,M012,ATM,0.12903225806451613,Student,0.22758620689655168,0.0,112,2024-11-04 08:07:22,1,5
TX000748,0.20291841467545665,2023-02-16 16:20:06,Debit,Mesa,M100,Online,0.14516129032258068,Engineer,0.30689655172413793,0.0,2156,2024-11-04 08:08:55,0,1
TX000749,0.11327096959116137,2023-03-16 17:36:31,Debit,Chicago,M025,ATM,0.016129032258064557,Student,0.1206896551724138,0.0,578,2024-11-04 08:10:08,2,5
TX000750,0.10401021445136409,2023-01-16 16:01:34,Debit,Dallas,M082,ATM,0.04838709677419356,Student,0.4827586206896552,0.0,250,2024-11-04 08:09:14,2,2
TX000751,0.029231049847564947,2023-02-09 16:09:00,Debit,Charlotte,M033,ATM,0.4193548387096775,Doctor,0.22413793103448276,0.0,1288,2024-11-04 08:07:36,1,5
TX000752,0.12960366886416344,2023-06-16 16:19:35,Credit,San Francisco,M068,Branch,0.7580645161290323,Retired,0.06551724137931035,0.0,997,2024-11-04 08:09:32,2,0
TX000753,0.07416942439481981,2023-06-19 16:20:51,Debit,San Antonio,M048,ATM,0.24193548387096775,Engineer,0.46551724137931033,0.0,1885,2024-11-04 08:06:46,2,2
TX000755,0.04381791177007061,2023-06-08 16:27:56,Debit,Memphis,M039,Online,0.6451612903225806,Retired,0.8206896551724138,0.5,1332,2024-11-04 08:09:31,1,3
TX000757,0.17381243974255411,2023-11-30 17:53:48,Debit,San Diego,M057,ATM,0.6774193548387097,Retired,0.30344827586206896,0.0,1662,2024-11-04 08:07:50,0,0
TX000758,0.1731922766240196,2023-07-13 17:50:13,Debit,San Antonio,M060,Online,0.5967741935483871,Retired,0.4586206896551724,0.0,600,2024-11-04 08:09:05,0,4
TX000759,0.1232769627641556,2023-10-26 16:59:55,Debit,Oklahoma City,M013,Branch,0.06451612903225812,Student,0.017241379310344827,0.0,298,2024-11-04 08:07:18,2,5
TX000760,0.21759908278395915,2023-06-26 16:21:14,Credit,Philadelphia,M066,Branch,0.14516129032258068,Student,0.41379310344827586,0.0,625,2024-11-04 08:09:17,0,1
TX000761,0.16625061886025483,2023-08-07 16:54:58,Debit,San Antonio,M052,ATM,0.5161290322580645,Doctor,0.4827586206896552,0.0,2212,2024-11-04 08:12:18,0,4
TX000763,0.4275269041352894,2023-03-03 17:18:59,Credit,Fresno,M084,Branch,0.6935483870967742,Doctor,0.5103448275862069,0.0,1482,2024-11-04 08:07:28,0,4
TX000764,0.24728874065195297,2023-12-25 16:28:20,Credit,Indianapolis,M073,Online,0.6129032258064516,Engineer,0.13793103448275862,0.0,850,2024-11-04 08:08:36,0,0
TX000765,0.2827005758657529,2023-09-04 18:37:57,Credit,Indianapolis,M100,Branch,0.4032258064516129,Doctor,0.2827586206896551,0.0,1477,2024-11-04 08:08:53,0,1
TX000766,0.04145191130103968,2023-12-22 17:17:34,Debit,Fort Worth,M070,ATM,0.8870967741935485,Retired,0.22758620689655168,0.0,1568,2024-11-04 08:06:48,1,0
TX000767,0.02396226906741017,2023-03-13 16:05:46,Debit,San Diego,M043,Branch,0.6290322580645161,Engineer,0.14482758620689656,0.0,917,2024-11-04 08:07:24,1,0
TX000768,0.17069598978554865,2023-11-23 17:44:29,Debit,San Francisco,M054,ATM,0.6935483870967742,Doctor,0.15172413793103445,0.0,2231,2024-11-04 08:09:18,0,0
TX000769,0.2321859447064648,2023-07-07 17:19:39,Debit,Las Vegas,M052,ATM,0.5483870967741935,Doctor,0.5206896551724138,0.0,259,2024-11-04 08:12:05,0,4
TX000770,0.028991322927795295,2023-08-17 16:54:30,Debit,Fresno,M026,Online,0.8709677419354838,Retired,0.4827586206896552,0.0,1078,2024-11-04 08:11:33,1,4
TX000771,0.08241915730776245,2023-02-09 16:28:58,Debit,Sacramento,M013,Branch,0.16129032258064518,Student,0.020689655172413793,0.0,623,2024-11-04 08:10:03,2,5
TX000772,0.05259921307032858,2023-11-29 18:38:41,Credit,Denver,M033,Online,0.7419354838709677,Doctor,0.22413793103448276,0.0,2449,2024-11-04 08:09:44,1,0
TX000773,0.43092477265028534,2023-01-17 17:25:13,Debit,El Paso,M018,Branch,0.29032258064516125,Engineer,0.8793103448275862,0.75,2162,2024-11-04 08:08:14,0,6
TX000774,0.032159887432576806,2023-05-22 18:45:23,Debit,Phoenix,M056,ATM,0.903225806451613,Retired,0.29310344827586204,0.0,1708,2024-11-04 08:10:47,1,0
TX000775,0.014044870625635147,2023-06-14 16:34:54,Debit,San Jose,M050,ATM,0.9838709677419355,Retired,0.3172413793103448,0.0,1054,2024-11-04 08:06:49,1,0
TX000776,0.09040831748182504,2023-09-08 17:48:22,Debit,Houston,M074,Online,1.0,Retired,0.18620689655172412,0.0,1266,2024-11-04 08:11:52,2,0
TX000777,0.09164343226411653,2023-08-10 16:48:55,Debit,San Jose,M091,Branch,0.32258064516129037,Engineer,0.3275862068965517,0.0,2078,2024-11-04 08:10:30,2,1
TX000778,0.04593376240977669,2023-11-10 18:02:07,Debit,Fort Worth,M065,Online,0.4516129032258065,Engineer,0.5655172413793104,0.0,916,2024-11-04 08:09:41,1,4
TX000779,0.29583344190530786,2023-06-20 16:27:07,Debit,Columbus,M042,Online,0.5645161290322581,Retired,0.013793103448275862,0.0,1088,2024-11-04 08:12:12,0,0
TX000780,0.07183990410923209,2023-12-11 17:29:02,Credit,Phoenix,M001,Online,0.8064516129032258,Retired,0.32413793103448274,0.0,1151,2024-11-04 08:07:04,2,0
TX000781,0.23799150532871252,2023-09-26 16:18:33,Credit,Virginia Beach,M006,Branch,0.16129032258064518,Engineer,0.6310344827586207,0.0,1765,2024-11-04 08:09:29,0,2
TX000782,0.05271907653021341,2023-04-25 17:00:15,Debit,Atlanta,M036,Online,0.7741935483870968,Retired,0.4689655172413793,0.0,1609,2024-11-04 08:12:22,1,4
TX000783,0.15652604424525107,2023-05-01 17:21:46,Debit,El Paso,M006,Online,0.4193548387096775,Doctor,0.1413793103448276,0.0,1901,2024-11-04 08:11:56,2,5
TX000784,0.1384579305313078,2023-06-05 16:11:07,Debit,Boston,M085,Online,0.5806451612903226,Engineer,0.4206896551724138,0.0,1657,2024-11-04 08:06:37,2,4
TX000785,0.1799411105610131,2023-01-24 16:05:40,Debit,San Diego,M050,Online,0.1774193548387097,Engineer,0.13793103448275862,0.0,837,2024-11-04 08:11:09,0,5
TX000786,0.2143262891836256,2023-01-10 17:40:16,Debit,Los Angeles,M023,ATM,0.3709677419354839,Doctor,0.2689655172413793,0.0,2259,2024-11-04 08:09:13,0,1
TX000787,0.05782109075748495,2023-08-21 18:36:41,Debit,Portland,M076,Branch,0.27419354838709675,Doctor,0.3482758620689655,0.0,2069,2024-11-04 08:12:12,2,5
TX000788,0.1647392969747505,2023-08-28 17:34:17,Debit,Colorado Springs,M088,ATM,0.5645161290322581,Engineer,0.26206896551724135,0.0,1226,2024-11-04 08:08:00,0,0
TX000789,0.1356906480444016,2023-12-20 18:58:27,Debit,Fort Worth,M005,Branch,0.30645161290322587,Engineer,0.4551724137931034,0.0,1828,2024-11-04 08:08:49,2,1
TX000790,0.04799749850170675,2023-03-27 16:48:34,Debit,Dallas,M092,ATM,0.1774193548387097,Engineer,0.46206896551724136,0.0,1559,2024-11-04 08:07:55,1,2
TX000791,0.13643588607759857,2023-09-11 16:09:15,Debit,Oklahoma City,M029,Branch,0.7258064516129032,Doctor,0.37241379310344824,0.0,2404,2024-11-04 08:10:23,2,4
TX000792,0.033478385491309895,2023-08-17 18:32:19,Debit,Denver,M062,ATM,0.903225806451613,Retired,0.7586206896551725,0.0,549,2024-11-04 08:08:31,1,3
TX000793,0.13200093806185997,2023-01-11 16:56:58,Debit,Jacksonville,M007,ATM,0.16129032258064518,Engineer,0.2586206896551724,1.0,958,2024-11-04 08:09:12,2,6
TX000795,0.0915548375328973,2023-06-05 16:16:13,Debit,Indianapolis,M044,ATM,0.6290322580645161,Retired,0.27241379310344827,0.0,1080,2024-11-04 08:07:11,2,0
TX000796,0.10381739062459285,2023-08-14 16:26:38,Debit,Detroit,M041,Online,0.6290322580645161,Doctor,0.4551724137931034,0.0,1491,2024-11-04 08:07:22,2,4
TX000797,0.02647940172499153,2023-01-23 18:06:58,Debit,Dallas,M017,Branch,0.7258064516129032,Retired,0.4241379310344827,0.0,1165,2024-11-04 08:12:12,1,4
TX000798,0.22701097011230686,2023-12-29 17:17:48,Debit,Jacksonville,M075,ATM,0.6129032258064516,Retired,0.4275862068965517,0.0,1091,2024-11-04 08:09:18,0,4
TX000799,0.03880970372879589,2023-01-30 17:17:38,Credit,Jacksonville,M009,Branch,0.7419354838709677,Retired,0.5241379310344828,0.0,1560,2024-11-04 08:08:26,1,4
TX000800,0.09512468405555409,2023-10-25 16:21:15,Credit,Louisville,M013,Online,0.08064516129032262,Student,0.013793103448275862,0.0,508,2024-11-04 08:06:54,2,5
TX000801,0.3273314745811293,2023-01-20 16:09:37,Debit,Austin,M005,Online,0.4193548387096775,Doctor,0.3379310344827586,0.0,2301,2024-11-04 08:07:32,0,1
TX000802,0.1397347369518201,2023-02-21 18:13:02,Debit,San Antonio,M021,Online,0.1774193548387097,Doctor,0.5758620689655173,0.0,2108,2024-11-04 08:11:45,2,2
TX000804,0.2917841415431117,2023-08-14 18:01:36,Credit,Memphis,M059,Online,0.5161290322580645,Engineer,0.2827586206896551,0.0,301,2024-11-04 08:10:51,0,4
TX000805,0.18330249889256586,2023-06-12 16:58:04,Debit,Chicago,M001,ATM,1.0,Retired,0.1206896551724138,0.25,1073,2024-11-04 08:11:23,0,0
TX000806,0.06884331761211142,2023-03-13 17:01:57,Debit,Colorado Springs,M094,Branch,0.16129032258064518,Student,0.5172413793103449,0.0,91,2024-11-04 08:10:05,2,2
TX000807,0.012773275659900461,2023-11-01 16:55:58,Credit,Nashville,M002,Online,0.3548387096774194,Engineer,0.02413793103448276,0.0,164,2024-11-04 08:07:20,1,5
TX000808,0.3483388487896396,2023-11-07 17:38:05,Debit,Detroit,M019,Online,0.4193548387096775,Doctor,0.4586206896551724,0.75,2386,2024-11-04 08:06:29,0,6
TX000809,0.041681215311254134,2023-05-19 17:28:42,Credit,New York,M016,Branch,0.5645161290322581,Doctor,0.16551724137931034,0.0,1931,2024-11-04 08:12:13,1,0
TX000810,0.0043724105584073795,2023-11-20 16:28:19,Debit,Mesa,M060,ATM,0.8064516129032258,Retired,0.6482758620689656,0.0,1154,2024-11-04 08:11:35,1,3
TX000811,0.09310263960184484,2023-03-15 16:37:04,Debit,Omaha,M035,ATM,0.0,Student,0.031034482758620682,0.0,2040,2024-11-04 08:07:06,2,5
TX000812,0.05991088412330302,2023-12-08 17:05:33,Debit,San Francisco,M063,Branch,0.14516129032258068,Engineer,0.3379310344827586,0.0,342,2024-11-04 08:09:07,2,5
TX000813,0.08409724574615003,2023-12-25 16:32:44,Debit,San Jose,M077,Online,0.4516129032258065,Doctor,0.9172413793103449,0.0,2093,2024-11-04 08:08:21,2,3
TX000814,0.28271621023008575,2023-12-07 18:28:50,Credit,Nashville,M045,Branch,0.8387096774193548,Retired,0.18275862068965515,0.0,858,2024-11-04 08:08:27,0,0
TX000815,0.16531255700028666,2023-05-01 17:31:34,Credit,Sacramento,M083,Online,0.7903225806451613,Doctor,0.020689655172413793,0.0,2464,2024-11-04 08:07:58,0,0
TX000816,0.1463011699715976,2023-02-20 18:03:01,Debit,Houston,M096,Branch,0.435483870967742,Engineer,0.06551724137931035,0.0,2153,2024-11-04 08:07:24,2,5
TX000817,0.012471011282799593,2023-02-08 17:33:08,Debit,San Diego,M061,ATM,0.1774193548387097,Engineer,0.06206896551724138,0.0,945,2024-11-04 08:07:26,1,5
TX000818,0.3056987257993069,2023-08-15 16:57:27,Debit,Mesa,M014,ATM,0.29032258064516125,Doctor,0.26206896551724135,0.0,1631,2024-11-04 08:12:18,0,1
TX000819,0.19394428954842746,2023-06-19 18:12:16,Debit,San Diego,M088,ATM,0.5967741935483871,Retired,0.4586206896551724,0.0,1022,2024-11-04 08:06:34,0,4
TX000822,0.1286760299137504,2023-05-22 17:58:55,Credit,Chicago,M096,Branch,0.7580645161290323,Retired,0.4793103448275862,0.0,928,2024-11-04 08:07:43,2,4
TX000823,0.025285978580920864,2023-08-11 16:43:41,Credit,Kansas City,M006,Branch,0.0,Student,0.43448275862068964,0.0,190,2024-11-04 08:10:11,1,2
TX000824,0.0020272559084868543,2023-10-19 16:34:39,Credit,Omaha,M019,Branch,0.6774193548387097,Retired,0.3758620689655172,0.0,1479,2024-11-04 08:09:48,1,4
TX000825,0.03164916486437189,2023-08-01 17:14:17,Debit,Oklahoma City,M037,Branch,0.25806451612903225,Engineer,0.16551724137931034,0.0,1764,2024-11-04 08:07:51,1,5
TX000826,0.21259087474268443,2023-12-15 16:48:08,Debit,Mesa,M038,Branch,0.12903225806451613,Engineer,0.7965517241379311,0.0,1667,2024-11-04 08:08:29,0,2
TX000827,0.27325741980873963,2023-04-07 17:37:34,Debit,El Paso,M002,Branch,0.6451612903225806,Doctor,0.22758620689655168,0.0,2367,2024-11-04 08:09:46,0,0
TX000828,0.05664851343252469,2023-10-10 18:12:07,Debit,Milwaukee,M070,ATM,0.12903225806451613,Student,0.8172413793103449,0.0,1844,2024-11-04 08:06:40,1,2
TX000829,0.03636031998332334,2023-12-18 18:34:33,Debit,Nashville,M073,Branch,0.7258064516129032,Retired,0.13448275862068965,0.0,1778,2024-11-04 08:07:55,1,0
TX000831,0.1687364827891706,2023-07-05 16:49:05,Debit,Virginia Beach,M043,ATM,0.5806451612903226,Retired,0.06896551724137931,0.0,865,2024-11-04 08:08:07,0,0
TX000832,0.0205487661880814,2023-04-24 17:16:27,Debit,Austin,M089,Online,0.8387096774193548,Retired,0.5275862068965518,0.0,1055,2024-11-04 08:07:44,1,4
TX000834,0.04221799515334705,2023-11-07 16:36:34,Credit,Seattle,M051,Online,0.06451612903225812,Student,0.2,0.0,751,2024-11-04 08:10:47,1,5
TX000835,0.10087291867524818,2023-04-20 17:52:46,Debit,Kansas City,M042,Branch,0.30645161290322587,Engineer,0.5724137931034483,0.0,1102,2024-11-04 08:12:09,2,2
TX000837,0.2469135159079657,2023-08-10 18:30:37,Debit,San Jose,M031,ATM,0.6290322580645161,Retired,0.703448275862069,0.0,609,2024-11-04 08:10:46,0,3
TX000838,0.020298616358756547,2023-05-10 16:15:31,Debit,Miami,M093,ATM,0.7741935483870968,Doctor,0.810344827586207,0.75,2105,2024-11-04 08:11:52,1,6
TX000839,0.3322250306172968,2023-07-24 16:07:05,Debit,Dallas,M028,Branch,0.9838709677419355,Retired,0.489655172413793,0.0,1155,2024-11-04 08:08:51,0,4
TX000840,0.07990723610495869,2023-05-04 17:43:59,Credit,Portland,M001,Branch,0.7741935483870968,Retired,0.5655172413793104,0.0,1251,2024-11-04 08:09:43,2,4
TX000841,0.09711024832582014,2023-10-25 16:03:16,Debit,Tucson,M086,Branch,0.0,Student,0.44482758620689655,0.0,2151,2024-11-04 08:10:37,2,2
TX000842,0.33552388149151835,2023-05-08 17:29:00,Debit,Atlanta,M018,Online,0.09677419354838712,Student,0.15517241379310343,0.0,804,2024-11-04 08:07:18,0,1
TX000844,0.15881387289261797,2023-10-12 17:20:30,Debit,Phoenix,M003,ATM,0.06451612903225812,Student,0.7310344827586207,0.0,361,2024-11-04 08:06:50,0,2
TX000845,0.12134351304166557,2023-01-16 17:28:48,Credit,Nashville,M011,Branch,0.3870967741935484,Doctor,0.09310344827586207,0.0,1811,2024-11-04 08:11:39,2,5
TX000846,0.41320061495166377,2023-05-10 16:38:07,Debit,Memphis,M035,Online,0.8064516129032258,Doctor,0.22758620689655168,0.0,2384,2024-11-04 08:09:45,0,0
TX000847,0.11670010683482293,2023-09-21 16:42:38,Debit,Houston,M017,ATM,0.5483870967741935,Doctor,0.2862068965517241,0.0,1986,2024-11-04 08:07:34,2,0
